classification_id,user_id,subject_id,subject_data,annotations
2088,91,96,"{""96"": {""num_classifications"": 11, ""sdss_specobjid"": 1961319338208159744}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2089,93,28,"{""28"": {""num_classifications"": 11, ""sdss_specobjid"": 649678095942445056}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2090,195,88,"{""88"": {""num_classifications"": 12, ""sdss_specobjid"": 2393697075582756864}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2091,35,21,"{""21"": {""num_classifications"": 12, ""sdss_specobjid"": 493295923410003968}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2092,83,129,"{""129"": {""num_classifications"": 12, ""sdss_specobjid"": 1089972855115900928}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2093,144,158,"{""158"": {""num_classifications"": 12, ""sdss_specobjid"": 1477284353405904896}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2094,105,126,"{""126"": {""num_classifications"": 12, ""sdss_specobjid"": 1852224422107179008}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2095,61,75,"{""75"": {""num_classifications"": 12, ""sdss_specobjid"": 1183493741701261312}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2096,197,82,"{""82"": {""num_classifications"": 12, ""sdss_specobjid"": 914298108903450624}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2097,132,6,"{""6"": {""num_classifications"": 12, ""sdss_specobjid"": 1321933530900490240}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2098,189,159,"{""159"": {""num_classifications"": 12, ""sdss_specobjid"": 1496355657232705536}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2099,65,47,"{""47"": {""num_classifications"": 12, ""sdss_specobjid"": 3319224470014552064}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2100,156,106,"{""106"": {""num_classifications"": 12, ""sdss_specobjid"": 1535775902800046080}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2101,84,9,"{""9"": {""num_classifications"": 12, ""sdss_specobjid"": 2671916123049453568}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2102,98,2,"{""2"": {""num_classifications"": 12, ""sdss_specobjid"": 2406155648749299712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2103,159,77,"{""77"": {""num_classifications"": 12, ""sdss_specobjid"": 1974868625567279104}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2104,115,39,"{""39"": {""num_classifications"": 12, ""sdss_specobjid"": 2398288087844153344}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2105,129,25,"{""25"": {""num_classifications"": 12, ""sdss_specobjid"": 485291203764447232}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2106,128,64,"{""64"": {""num_classifications"": 12, ""sdss_specobjid"": 1906262124674443264}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2107,122,66,"{""66"": {""num_classifications"": 12, ""sdss_specobjid"": 2925149601629497344}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2108,36,137,"{""137"": {""num_classifications"": 12, ""sdss_specobjid"": 1997446828240431104}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2109,78,161,"{""161"": {""num_classifications"": 12, ""sdss_specobjid"": 602448018041497600}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2110,108,184,"{""184"": {""num_classifications"": 12, ""sdss_specobjid"": 2827276293333084160}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2111,197,70,"{""70"": {""num_classifications"": 12, ""sdss_specobjid"": 2558137834250725376}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2112,34,132,"{""132"": {""num_classifications"": 12, ""sdss_specobjid"": 2836143866153822208}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2113,90,15,"{""15"": {""num_classifications"": 12, ""sdss_specobjid"": 2986008674369038336}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2114,3,32,"{""32"": {""num_classifications"": 12, ""sdss_specobjid"": 2792366523753195520}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2115,58,96,"{""96"": {""num_classifications"": 12, ""sdss_specobjid"": 1961319338208159744}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2116,59,134,"{""134"": {""num_classifications"": 12, ""sdss_specobjid"": 1968202007109986304}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2117,127,167,"{""167"": {""num_classifications"": 12, ""sdss_specobjid"": 1146213703872440320}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2118,18,188,"{""188"": {""num_classifications"": 12, ""sdss_specobjid"": 1981690815323334656}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2119,123,97,"{""97"": {""num_classifications"": 12, ""sdss_specobjid"": 2072838137037481984}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2120,167,181,"{""181"": {""num_classifications"": 12, ""sdss_specobjid"": 2262052000478816256}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2121,192,69,"{""69"": {""num_classifications"": 12, ""sdss_specobjid"": 1894961069118482432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2122,63,41,"{""41"": {""num_classifications"": 12, ""sdss_specobjid"": 2169722425900558336}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2123,144,37,"{""37"": {""num_classifications"": 12, ""sdss_specobjid"": 2980368179500443648}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2124,146,104,"{""104"": {""num_classifications"": 12, ""sdss_specobjid"": 1038226264734853120}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2125,183,125,"{""125"": {""num_classifications"": 12, ""sdss_specobjid"": 2039115291484514304}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2126,153,118,"{""118"": {""num_classifications"": 12, ""sdss_specobjid"": 1366942038527862784}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2127,192,102,"{""102"": {""num_classifications"": 12, ""sdss_specobjid"": 2381288532762191872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2128,159,95,"{""95"": {""num_classifications"": 12, ""sdss_specobjid"": 2382463366288402432}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2129,7,173,"{""173"": {""num_classifications"": 12, ""sdss_specobjid"": 1396266013690980352}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2130,94,87,"{""87"": {""num_classifications"": 12, ""sdss_specobjid"": 575467937528309760}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2131,98,81,"{""81"": {""num_classifications"": 12, ""sdss_specobjid"": 1173226506432833536}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2132,95,146,"{""146"": {""num_classifications"": 12, ""sdss_specobjid"": 1178838139037313024}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2133,160,48,"{""48"": {""num_classifications"": 12, ""sdss_specobjid"": 300637017459419136}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2134,83,177,"{""177"": {""num_classifications"": 12, ""sdss_specobjid"": 1378167777939974144}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2135,138,52,"{""52"": {""num_classifications"": 12, ""sdss_specobjid"": 2106621179761551360}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2136,116,110,"{""110"": {""num_classifications"": 12, ""sdss_specobjid"": 1320702902645319680}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2137,102,168,"{""168"": {""num_classifications"": 12, ""sdss_specobjid"": 2660554869315758080}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2138,45,170,"{""170"": {""num_classifications"": 12, ""sdss_specobjid"": 2258704805025310720}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2139,24,91,"{""91"": {""num_classifications"": 12, ""sdss_specobjid"": 1603376898832885760}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2140,52,45,"{""45"": {""num_classifications"": 12, ""sdss_specobjid"": 957093025366960128}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2141,3,107,"{""107"": {""num_classifications"": 12, ""sdss_specobjid"": 2985895424671377408}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2142,141,3,"{""3"": {""num_classifications"": 12, ""sdss_specobjid"": 2110094829789669376}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2143,72,35,"{""35"": {""num_classifications"": 12, ""sdss_specobjid"": 1048284325465843712}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2144,91,186,"{""186"": {""num_classifications"": 12, ""sdss_specobjid"": 374938451679668224}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2145,77,11,"{""11"": {""num_classifications"": 12, ""sdss_specobjid"": 1382626022091941888}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2146,63,78,"{""78"": {""num_classifications"": 12, ""sdss_specobjid"": 2815888105037391872}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2147,97,38,"{""38"": {""num_classifications"": 12, ""sdss_specobjid"": 2186536434167474176}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2148,10,89,"{""89"": {""num_classifications"": 12, ""sdss_specobjid"": 1916397967548377088}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2149,107,33,"{""33"": {""num_classifications"": 12, ""sdss_specobjid"": 1613442105215051776}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2150,104,120,"{""120"": {""num_classifications"": 12, ""sdss_specobjid"": 664433261908355072}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2151,115,162,"{""162"": {""num_classifications"": 12, ""sdss_specobjid"": 3341678971891771392}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2152,91,50,"{""50"": {""num_classifications"": 12, ""sdss_specobjid"": 858077053705021440}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2153,167,86,"{""86"": {""num_classifications"": 12, ""sdss_specobjid"": 1580935040416638976}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2154,4,46,"{""46"": {""num_classifications"": 12, ""sdss_specobjid"": 2030141087963703296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2155,71,178,"{""178"": {""num_classifications"": 12, ""sdss_specobjid"": 957092200733239296}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2156,45,152,"{""152"": {""num_classifications"": 12, ""sdss_specobjid"": 3107625930361694208}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2157,17,165,"{""165"": {""num_classifications"": 12, ""sdss_specobjid"": 1983875825325336576}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Features or disk""}]"
2158,181,90,"{""90"": {""num_classifications"": 12, ""sdss_specobjid"": 1378153209410906112}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
2159,180,5,"{""5"": {""num_classifications"": 12, ""sdss_specobjid"": 1797108375188695040}}","[{""task"": ""T0"", ""task_label"": ""Is the galaxy simply smooth and rounded, with no sign of a disk?"", ""value"": ""Smooth""}]"
